CODE_DEP,DÉPARTEMENT,CODE_COM,COMMUNE,Inscrits,Abstentions,Votants,Blancs_et_nuls,Exprimés,Voix_oui,Pourcent_oui,Voix_non,Pourcent_non
43,HAUTE LOIRE,126,Malrevers,528,121,407,17,390,100,"25,64 %",290,"74,36 %"
43,HAUTE LOIRE,127,Malvalette,435,89,346,12,334,132,"39,52 %",202,"60,48 %"
43,HAUTE LOIRE,128,Malvières,108,32,76,4,72,26,"36,11 %",46,"63,89 %"
43,HAUTE LOIRE,129,Le Mas-de-Tence,155,32,123,1,122,40,"32,79 %",82,"67,21 %"
43,HAUTE LOIRE,130,Mazet-Saint-Voy,1 007,349,658,27,631,260,"41,20 %",371,"58,80 %"
43,HAUTE LOIRE,131,Mazerat-Aurouze,189,46,143,4,139,41,"29,50 %",98,"70,50 %"
43,HAUTE LOIRE,132,Mazeyrat-d'Allier,1 185,337,848,28,820,313,"38,17 %",507,"61,83 %"
43,HAUTE LOIRE,133,Mercoeur,158,39,119,7,112,49,"43,75 %",63,"56,25 %"
43,HAUTE LOIRE,134,Mézères,133,28,105,5,100,37,"37,00 %",63,"63,00 %"
43,HAUTE LOIRE,135,Le Monastier-sur-Gazeille,1 319,373,946,37,909,383,"42,13 %",526,"57,87 %"
43,HAUTE LOIRE,136,Monistrol-d'Allier,253,71,182,2,180,89,"49,44 %",91,"50,56 %"
43,HAUTE LOIRE,137,Monistrol-sur-Loire,5 952,1 609,4 343,152,4 191,1 677,"40,01 %",2 514,"59,99 %"
43,HAUTE LOIRE,138,Monlet,356,91,265,13,252,93,"36,90 %",159,"63,10 %"
43,HAUTE LOIRE,139,Montclard,49,17,32,0,32,5,"15,63 %",27,"84,38 %"
43,HAUTE LOIRE,140,Le Monteil,462,101,361,10,351,170,"48,43 %",181,"51,57 %"
43,HAUTE LOIRE,141,Montfaucon-en-Velay,934,239,695,37,658,336,"51,06 %",322,"48,94 %"
43,HAUTE LOIRE,142,Montregard,493,127,366,36,330,146,"44,24 %",184,"55,76 %"
43,HAUTE LOIRE,143,Montusclat,125,34,91,1,90,33,"36,67 %",57,"63,33 %"
43,HAUTE LOIRE,144,Moudeyres,101,19,82,1,81,46,"56,79 %",35,"43,21 %"
43,HAUTE LOIRE,145,Ouides,66,20,46,3,43,18,"41,86 %",25,"58,14 %"
43,HAUTE LOIRE,147,Paulhac,572,132,440,10,430,139,"32,33 %",291,"67,67 %"
43,HAUTE LOIRE,148,Paulhaguet,694,200,494,30,464,185,"39,87 %",279,"60,13 %"
43,HAUTE LOIRE,149,Pébrac,117,35,82,3,79,22,"27,85 %",57,"72,15 %"
43,HAUTE LOIRE,150,Le Pertuis,377,70,307,10,297,104,"35,02 %",193,"64,98 %"
43,HAUTE LOIRE,151,Pinols,277,78,199,6,193,74,"38,34 %",119,"61,66 %"
43,HAUTE LOIRE,152,Polignac,2 124,488,1 636,67,1 569,696,"44,36 %",873,"55,64 %"
43,HAUTE LOIRE,153,Pont-Salomon,1 317,411,906,25,881,271,"30,76 %",610,"69,24 %"
43,HAUTE LOIRE,154,Pradelles,443,144,299,12,287,119,"41,46 %",168,"58,54 %"
43,HAUTE LOIRE,155,Prades,89,20,69,2,67,22,"32,84 %",45,"67,16 %"
43,HAUTE LOIRE,156,Présailles,191,64,127,6,121,59,"48,76 %",62,"51,24 %"
43,HAUTE LOIRE,157,Le Puy-en-Velay,11 679,3 911,7 768,208,7 560,3 856,"51,01 %",3 704,"48,99 %"
43,HAUTE LOIRE,158,Queyrières,290,74,216,7,209,64,"30,62 %",145,"69,38 %"
43,HAUTE LOIRE,159,Raucoules,651,158,493,24,469,154,"32,84 %",315,"67,16 %"
43,HAUTE LOIRE,160,Rauret,173,36,137,6,131,66,"50,38 %",65,"49,62 %"
43,HAUTE LOIRE,162,Retournac,1 972,571,1 401,39,1 362,516,"37,89 %",846,"62,11 %"
43,HAUTE LOIRE,163,Riotord,923,240,683,36,647,281,"43,43 %",366,"56,57 %"
43,HAUTE LOIRE,164,Roche-en-Régnier,415,98,317,14,303,140,"46,20 %",163,"53,80 %"
43,HAUTE LOIRE,165,Rosières,1 095,248,847,40,807,351,"43,49 %",456,"56,51 %"
43,HAUTE LOIRE,166,Saint-André-de-Chalencon,283,79,204,11,193,88,"45,60 %",105,"54,40 %"
43,HAUTE LOIRE,167,Saint-Arcons-d'Allier,185,56,129,4,125,53,"42,40 %",72,"57,60 %"
43,HAUTE LOIRE,168,Saint-Arcons-de-Barges,131,32,99,1,98,41,"41,84 %",57,"58,16 %"
43,HAUTE LOIRE,169,Saint-Austremoine,62,23,39,1,38,13,"34,21 %",25,"65,79 %"
43,HAUTE LOIRE,170,Saint-Beauzire,244,70,174,3,171,53,"30,99 %",118,"69,01 %"
43,HAUTE LOIRE,171,Saint-Bérain,103,25,78,4,74,41,"55,41 %",33,"44,59 %"
43,HAUTE LOIRE,172,Saint-Bonnet-le-Froid,190,48,142,8,134,72,"53,73 %",62,"46,27 %"
43,HAUTE LOIRE,173,Saint-Christophe-d'Allier,126,28,98,6,92,47,"51,09 %",45,"48,91 %"
43,HAUTE LOIRE,174,Saint-Christophe-sur-Dolaison,775,170,605,23,582,233,"40,03 %",349,"59,97 %"
43,HAUTE LOIRE,175,Saint-Cirgues,158,41,117,3,114,41,"35,96 %",73,"64,04 %"
43,HAUTE LOIRE,176,Saint-Didier-d'Allier,50,11,39,6,33,13,"39,39 %",20,"60,61 %"
43,HAUTE LOIRE,177,Saint-Didier-en-Velay,2 355,623,1 732,70,1 662,752,"45,25 %",910,"54,75 %"
43,HAUTE LOIRE,178,Saint-Didier-sur-Doulon,222,70,152,3,149,61,"40,94 %",88,"59,06 %"
43,HAUTE LOIRE,180,Saint-Etienne-du-Vigan,119,27,92,0,92,35,"38,04 %",57,"61,96 %"
43,HAUTE LOIRE,181,Saint-Etienne-Lardeyrol,539,133,406,15,391,168,"42,97 %",223,"57,03 %"
43,HAUTE LOIRE,182,Saint-Etienne-sur-Blesle,61,11,50,0,50,19,"38,00 %",31,"62,00 %"
43,HAUTE LOIRE,183,Sainte-Eugénie-de-Villeneuve,95,22,73,4,69,31,"44,93 %",38,"55,07 %"
43,HAUTE LOIRE,184,Saint-Ferréol-d'Auroure,1 630,446,1 184,24,1 160,442,"38,10 %",718,"61,90 %"
43,HAUTE LOIRE,185,Sainte-Florine,2 283,651,1 632,49,1 583,474,"29,94 %",1 109,"70,06 %"
43,HAUTE LOIRE,186,Saint-Front,428,128,300,18,282,129,"45,74 %",153,"54,26 %"
43,HAUTE LOIRE,187,Saint-Geneys-près-Saint-Paulien,257,54,203,7,196,94,"47,96 %",102,"52,04 %"
43,HAUTE LOIRE,188,Saint-Georges-d'Aurac,379,105,274,9,265,73,"27,55 %",192,"72,45 %"
43,HAUTE LOIRE,189,Saint-Georges-Lagricol,409,107,302,28,274,114,"41,61 %",160,"58,39 %"
43,HAUTE LOIRE,190,Saint-Germain-Laprade,2 618,646,1 972,62,1 910,813,"42,57 %",1 097,"57,43 %"
43,HAUTE LOIRE,191,Saint-Géron,180,44,136,6,130,34,"26,15 %",96,"73,85 %"
43,HAUTE LOIRE,192,Saint-Haon,396,99,297,19,278,85,"30,58 %",193,"69,42 %"
43,HAUTE LOIRE,193,Saint-Hilaire,170,44,126,8,118,21,"17,80 %",97,"82,20 %"
43,HAUTE LOIRE,194,Saint-Hostien,495,126,369,10,359,163,"45,40 %",196,"54,60 %"
43,HAUTE LOIRE,195,Saint-Ilpize,201,38,163,1,162,54,"33,33 %",108,"66,67 %"
43,HAUTE LOIRE,196,Saint-Jean-d'Aubrigoux,190,77,113,4,109,34,"31,19 %",75,"68,81 %"
43,HAUTE LOIRE,197,Saint-Jean-de-Nay,398,103,295,13,282,105,"37,23 %",177,"62,77 %"
43,HAUTE LOIRE,198,Saint-Jean-Lachalm,289,57,232,7,225,98,"43,56 %",127,"56,44 %"
43,HAUTE LOIRE,199,Saint-Jeures,739,210,529,19,510,185,"36,27 %",325,"63,73 %"
43,HAUTE LOIRE,200,Saint-Julien-Chapteuil,1 444,356,1 088,35,1 053,470,"44,63 %",583,"55,37 %"
43,HAUTE LOIRE,201,Saint-Julien-d'Ance,238,53,185,17,168,62,"36,90 %",106,"63,10 %"
43,HAUTE LOIRE,202,Saint-Julien-des-Chazes,101,27,74,5,69,22,"31,88 %",47,"68,12 %"
43,HAUTE LOIRE,203,Saint-Julien-du-Pinet,365,67,298,10,288,106,"36,81 %",182,"63,19 %"
43,HAUTE LOIRE,204,Saint-Julien-Molhesabate,194,53,141,9,132,78,"59,09 %",54,"40,91 %"
43,HAUTE LOIRE,205,Saint-Just-Malmont,2 850,444,2 406,78,2 328,935,"40,16 %",1 393,"59,84 %"
43,HAUTE LOIRE,206,Saint-Just-près-Brioude,373,108,265,11,254,89,"35,04 %",165,"64,96 %"
43,HAUTE LOIRE,207,Saint-Laurent-Chabreuges,225,61,164,5,159,38,"23,90 %",121,"76,10 %"
43,HAUTE LOIRE,208,Sainte-Marguerite,43,16,27,2,25,11,"44,00 %",14,"56,00 %"
43,HAUTE LOIRE,210,Saint-Martin-de-Fugères,264,65,199,8,191,54,"28,27 %",137,"71,73 %"
43,HAUTE LOIRE,211,Saint-Maurice-de-Lignon,1 332,363,969,41,928,394,"42,46 %",534,"57,54 %"
43,HAUTE LOIRE,212,Saint-Pal-de-Chalencon,891,238,653,39,614,326,"53,09 %",288,"46,91 %"
43,HAUTE LOIRE,213,Saint-Pal-de-Mons,1 426,334,1 092,35,1 057,405,"38,32 %",652,"61,68 %"
43,HAUTE LOIRE,214,Saint-Pal-de-Senouire,118,29,89,7,82,42,"51,22 %",40,"48,78 %"
43,HAUTE LOIRE,215,Saint-Paul-de-Tartas,239,73,166,0,166,65,"39,16 %",101,"60,84 %"
43,HAUTE LOIRE,216,Saint-Paulien,1 509,357,1 152,40,1 112,528,"47,48 %",584,"52,52 %"
43,HAUTE LOIRE,217,Saint-Pierre-du-Champ,444,124,320,12,308,135,"43,83 %",173,"56,17 %"
43,HAUTE LOIRE,218,Saint-Pierre-Eynac,717,157,560,25,535,213,"39,81 %",322,"60,19 %"
43,HAUTE LOIRE,219,Saint-Préjet-Armandon,94,11,83,6,77,14,"18,18 %",63,"81,82 %"
43,HAUTE LOIRE,220,Saint-Préjet-d'Allier,215,54,161,6,155,51,"32,90 %",104,"67,10 %"
43,HAUTE LOIRE,221,Saint-Privat-d'Allier,365,96,269,13,256,111,"43,36 %",145,"56,64 %"
43,HAUTE LOIRE,222,Saint-Privat-du-Dragon,179,54,125,6,119,49,"41,18 %",70,"58,82 %"
43,HAUTE LOIRE,223,Saint-Romain-Lachalm,704,139,565,23,542,235,"43,36 %",307,"56,64 %"
43,HAUTE LOIRE,224,Sainte-Sigolène,3 778,991,2 787,118,2 669,1 077,"40,35 %",1 592,"59,65 %"
43,HAUTE LOIRE,225,Saint-Vénérand,48,6,42,6,36,19,"52,78 %",17,"47,22 %"
43,HAUTE LOIRE,226,Saint-Vert,113,28,85,4,81,38,"46,91 %",43,"53,09 %"
43,HAUTE LOIRE,227,Saint-Victor-Malescours,495,135,360,11,349,149,"42,69 %",200,"57,31 %"
43,HAUTE LOIRE,228,Saint-Victor-sur-Arlanc,113,31,82,7,75,36,"48,00 %",39,"52,00 %"
43,HAUTE LOIRE,229,Saint-Vidal,324,67,257,10,247,106,"42,91 %",141,"57,09 %"
43,HAUTE LOIRE,230,Saint-Vincent,765,207,558,10,548,210,"38,32 %",338,"61,68 %"
43,HAUTE LOIRE,231,Salettes,198,66,132,3,129,58,"44,96 %",71,"55,04 %"
43,HAUTE LOIRE,232,Salzuit,320,109,211,10,201,59,"29,35 %",142,"70,65 %"
43,HAUTE LOIRE,233,Sanssac-l'Eglise,830,182,648,24,624,265,"42,47 %",359,"57,53 %"
43,HAUTE LOIRE,234,Saugues,1 596,465,1 131,48,1 083,545,"50,32 %",538,"49,68 %"
43,HAUTE LOIRE,236,La Séauve-sur-Semène,810,189,621,23,598,267,"44,65 %",331,"55,35 %"
43,HAUTE LOIRE,237,Sembadel,242,51,191,9,182,77,"42,31 %",105,"57,69 %"
43,HAUTE LOIRE,238,Séneujols,270,43,227,8,219,75,"34,25 %",144,"65,75 %"
43,HAUTE LOIRE,239,Siaugues-Sainte-Marie,763,237,526,17,509,228,"44,79 %",281,"55,21 %"
43,HAUTE LOIRE,240,Solignac-sous-Roche,179,36,143,5,138,37,"26,81 %",101,"73,19 %"
43,HAUTE LOIRE,241,Solignac-sur-Loire,852,188,664,18,646,255,"39,47 %",391,"60,53 %"
43,HAUTE LOIRE,242,Tailhac,71,30,41,1,40,17,"42,50 %",23,"57,50 %"
43,HAUTE LOIRE,244,Tence,2 511,771,1 740,96,1 644,731,"44,46 %",913,"55,54 %"
43,HAUTE LOIRE,245,Thoras,243,76,167,18,149,81,"54,36 %",68,"45,64 %"
43,HAUTE LOIRE,246,Tiranges,403,103,300,8,292,116,"39,73 %",176,"60,27 %"
43,HAUTE LOIRE,247,Torsiac,64,20,44,3,41,20,"48,78 %",21,"51,22 %"
43,HAUTE LOIRE,249,Valprivas,391,84,307,20,287,141,"49,13 %",146,"50,87 %"
43,HAUTE LOIRE,250,Vals-le-Chastel,48,6,42,0,42,7,"16,67 %",35,"83,33 %"
43,HAUTE LOIRE,251,Vals-près-le-Puy,2 390,642,1 748,46,1 702,895,"52,59 %",807,"47,41 %"
43,HAUTE LOIRE,252,Varennes-Saint-Honorat,44,9,35,0,35,11,"31,43 %",24,"68,57 %"
43,HAUTE LOIRE,253,Les Vastres,271,96,175,4,171,57,"33,33 %",114,"66,67 %"
43,HAUTE LOIRE,254,Vazeilles-Limandre,187,35,152,5,147,53,"36,05 %",94,"63,95 %"
43,HAUTE LOIRE,255,Vazeilles-près-Saugues,42,4,38,3,35,16,"45,71 %",19,"54,29 %"
43,HAUTE LOIRE,256,Venteuges,366,93,273,9,264,134,"50,76 %",130,"49,24 %"
43,HAUTE LOIRE,257,Vergezac,366,93,273,6,267,97,"36,33 %",170,"63,67 %"
43,HAUTE LOIRE,258,Vergongheon,1 321,424,897,27,870,246,"28,28 %",624,"71,72 %"
43,HAUTE LOIRE,259,Vernassal,301,87,214,5,209,103,"49,28 %",106,"50,72 %"
43,HAUTE LOIRE,260,Le Vernet,45,6,39,1,38,22,"57,89 %",16,"42,11 %"
43,HAUTE LOIRE,261,Vézézoux,380,83,297,13,284,83,"29,23 %",201,"70,77 %"
43,HAUTE LOIRE,262,Vieille-Brioude,916,222,694,23,671,227,"33,83 %",444,"66,17 %"
43,HAUTE LOIRE,263,Vielprat,94,29,65,0,65,25,"38,46 %",40,"61,54 %"
43,HAUTE LOIRE,264,Villeneuve-d'Allier,279,69,210,5,205,102,"49,76 %",103,"50,24 %"
43,HAUTE LOIRE,265,Les Villettes,724,161,563,22,541,207,"38,26 %",334,"61,74 %"
43,HAUTE LOIRE,267,Vorey,1 078,288,790,23,767,323,"42,11 %",444,"57,89 %"
43,HAUTE LOIRE,268,Yssingeaux,5 113,1 290,3 823,187,3 636,1 564,"43,01 %",2 072,"56,99 %"
44,LOIRE ATLANTIQUE,1,Abbaretz,1 253,330,923,31,892,378,"42,38 %",514,"57,62 %"
44,LOIRE ATLANTIQUE,2,Aigrefeuille-sur-Maine,1 710,368,1 342,42,1 300,644,"49,54 %",656,"50,46 %"
44,LOIRE ATLANTIQUE,3,Ancenis,5 422,1 599,3 823,120,3 703,2 130,"57,52 %",1 573,"42,48 %"
44,LOIRE ATLANTIQUE,4,Anetz,1 165,323,842,28,814,366,"44,96 %",448,"55,04 %"
44,LOIRE ATLANTIQUE,5,Arthon-en-Retz,2 018,446,1 572,55,1 517,672,"44,30 %",845,"55,70 %"
44,LOIRE ATLANTIQUE,6,Assérac,1 168,290,878,35,843,351,"41,64 %",492,"58,36 %"
44,LOIRE ATLANTIQUE,7,Avessac,1 750,470,1 280,36,1 244,558,"44,86 %",686,"55,14 %"
44,LOIRE ATLANTIQUE,8,Barbechat,853,192,661,12,649,308,"47,46 %",341,"52,54 %"
44,LOIRE ATLANTIQUE,9,Basse-Goulaine,5 615,1 081,4 534,118,4 416,2 737,"61,98 %",1 679,"38,02 %"
44,LOIRE ATLANTIQUE,10,Batz-sur-Mer,2 594,720,1 874,39,1 835,875,"47,68 %",960,"52,32 %"
44,LOIRE ATLANTIQUE,11,Belligné,1 218,367,851,32,819,406,"49,57 %",413,"50,43 %"
44,LOIRE ATLANTIQUE,12,La Bernerie-en-Retz,2 098,551,1 547,780,767,355,"46,28 %",412,"53,72 %"
44,LOIRE ATLANTIQUE,13,Besné,1 513,326,1 187,38,1 149,415,"36,12 %",734,"63,88 %"
44,LOIRE ATLANTIQUE,14,Le Bignon,2 368,568,1 800,57,1 743,882,"50,60 %",861,"49,40 %"
44,LOIRE ATLANTIQUE,15,Blain,5 942,1 769,4 173,152,4 021,1 939,"48,22 %",2 082,"51,78 %"
44,LOIRE ATLANTIQUE,16,La Boissière-du-Doré,528,100,428,13,415,178,"42,89 %",237,"57,11 %"
44,LOIRE ATLANTIQUE,17,Bonnoeuvre,416,83,333,11,322,131,"40,68 %",191,"59,32 %"
44,LOIRE ATLANTIQUE,18,Bouaye,4 047,733,3 314,121,3 193,1 583,"49,58 %",1 610,"50,42 %"
44,LOIRE ATLANTIQUE,19,Bouée,555,141,414,10,404,149,"36,88 %",255,"63,12 %"
44,LOIRE ATLANTIQUE,20,Bouguenais,11 768,3 386,8 382,224,8 158,3 366,"41,26 %",4 792,"58,74 %"
44,LOIRE ATLANTIQUE,21,Bourgneuf-en-Retz,1 942,561,1 381,35,1 346,588,"43,68 %",758,"56,32 %"
44,LOIRE ATLANTIQUE,22,Boussay,1 847,421,1 426,62,1 364,728,"53,37 %",636,"46,63 %"
44,LOIRE ATLANTIQUE,23,Bouvron,1 925,543,1 382,45,1 337,616,"46,07 %",721,"53,93 %"
44,LOIRE ATLANTIQUE,24,Brains,1 679,316,1 363,53,1 310,589,"44,96 %",721,"55,04 %"
44,LOIRE ATLANTIQUE,25,Campbon,2 371,531,1 840,77,1 763,845,"47,93 %",918,"52,07 %"
44,LOIRE ATLANTIQUE,26,Carquefou,11 897,2 962,8 935,231,8 704,5 272,"60,57 %",3 432,"39,43 %"
44,LOIRE ATLANTIQUE,27,Casson,1 218,322,896,28,868,406,"46,77 %",462,"53,23 %"
44,LOIRE ATLANTIQUE,28,Le Cellier,2 573,642,1 931,72,1 859,932,"50,13 %",927,"49,87 %"
44,LOIRE ATLANTIQUE,29,La Chapelle-Basse-Mer,3 410,923,2 487,97,2 390,1 215,"50,84 %",1 175,"49,16 %"
44,LOIRE ATLANTIQUE,30,La Chapelle-des-Marais,2 296,483,1 813,36,1 777,733,"41,25 %",1 044,"58,75 %"
44,LOIRE ATLANTIQUE,31,La Chapelle-Glain,599,183,416,25,391,186,"47,57 %",205,"52,43 %"
44,LOIRE ATLANTIQUE,32,La Chapelle-Heulin,1 700,379,1 321,59,1 262,631,"50,00 %",631,"50,00 %"
44,LOIRE ATLANTIQUE,33,La Chapelle-Launay,1 967,423,1 544,40,1 504,600,"39,89 %",904,"60,11 %"
44,LOIRE ATLANTIQUE,34,La Chapelle-Saint-Sauveur,531,167,364,18,346,187,"54,05 %",159,"45,95 %"
44,LOIRE ATLANTIQUE,35,La Chapelle-sur-Erdre,13 050,2 921,10 129,254,9 875,5 761,"58,34 %",4 114,"41,66 %"
44,LOIRE ATLANTIQUE,36,Châteaubriant,8 682,2 573,6 109,206,5 903,2 811,"47,62 %",3 092,"52,38 %"
44,LOIRE ATLANTIQUE,37,Château-Thébaud,1 990,499,1 491,52,1 439,740,"51,42 %",699,"48,58 %"
44,LOIRE ATLANTIQUE,38,Chauvé,1 548,410,1 138,25,1 113,510,"45,82 %",603,"54,18 %"
44,LOIRE ATLANTIQUE,39,Cheix-en-Retz,489,101,388,15,373,146,"39,14 %",227,"60,86 %"
44,LOIRE ATLANTIQUE,40,Chéméré,1 229,292,937,34,903,417,"46,18 %",486,"53,82 %"
44,LOIRE ATLANTIQUE,41,La Chevrolière,3 586,919,2 667,67,2 600,1 156,"44,46 %",1 444,"55,54 %"
44,LOIRE ATLANTIQUE,43,Clisson,4 570,1 173,3 397,131,3 266,1 840,"56,34 %",1 426,"43,66 %"
44,LOIRE ATLANTIQUE,44,Conquereuil,771,188,583,19,564,226,"40,07 %",338,"59,93 %"
44,LOIRE ATLANTIQUE,45,Cordemais,1 871,451,1 420,44,1 376,527,"38,30 %",849,"61,70 %"
44,LOIRE ATLANTIQUE,46,Corsept,1 577,422,1 155,45,1 110,395,"35,59 %",715,"64,41 %"
44,LOIRE ATLANTIQUE,47,Couëron,12 940,3 166,9 774,256,9 518,3 811,"40,04 %",5 707,"59,96 %"
44,LOIRE ATLANTIQUE,48,Couffé,1 587,434,1 153,44,1 109,547,"49,32 %",562,"50,68 %"
44,LOIRE ATLANTIQUE,49,Le Croisic,3 452,921,2 531,46,2 485,1 270,"51,11 %",1 215,"48,89 %"
44,LOIRE ATLANTIQUE,50,Crossac,1 832,416,1 416,36,1 380,505,"36,59 %",875,"63,41 %"
44,LOIRE ATLANTIQUE,51,Derval,1 884,505,1 379,42,1 337,639,"47,79 %",698,"52,21 %"
44,LOIRE ATLANTIQUE,52,Donges,4 347,1 110,3 237,94,3 143,1 018,"32,39 %",2 125,"67,61 %"
44,LOIRE ATLANTIQUE,53,Drefféac,1 084,268,816,19,797,301,"37,77 %",496,"62,23 %"
44,LOIRE ATLANTIQUE,54,Erbray,1 903,463,1 440,49,1 391,571,"41,05 %",820,"58,95 %"
44,LOIRE ATLANTIQUE,55,La Baule-Escoublac,14 168,4 247,9 921,169,9 752,6 188,"63,45 %",3 564,"36,55 %"
44,LOIRE ATLANTIQUE,56,Fay-de-Bretagne,2 018,567,1 451,50,1 401,624,"44,54 %",777,"55,46 %"
44,LOIRE ATLANTIQUE,57,Fégréac,1 491,370,1 121,33,1 088,434,"39,89 %",654,"60,11 %"
44,LOIRE ATLANTIQUE,58,Fercé,343,79,264,12,252,116,"46,03 %",136,"53,97 %"
44,LOIRE ATLANTIQUE,59,Fresnay-en-Retz,735,128,607,18,589,308,"52,29 %",281,"47,71 %"
44,LOIRE ATLANTIQUE,60,Le Fresne-sur-Loire,571,143,428,9,419,226,"53,94 %",193,"46,06 %"
44,LOIRE ATLANTIQUE,61,Frossay,1 680,409,1 271,33,1 238,632,"51,05 %",606,"48,95 %"
44,LOIRE ATLANTIQUE,62,Le Gâvre,856,265,591,32,559,223,"39,89 %",336,"60,11 %"
44,LOIRE ATLANTIQUE,63,Gétigné,2 401,561,1 840,69,1 771,803,"45,34 %",968,"54,66 %"
44,LOIRE ATLANTIQUE,64,Gorges,2 199,566,1 633,77,1 556,800,"51,41 %",756,"48,59 %"
44,LOIRE ATLANTIQUE,65,Grand-Auverné,563,142,421,22,399,203,"50,88 %",196,"49,12 %"
44,LOIRE ATLANTIQUE,66,Grandchamps-des-Fontaines,2 606,560,2 046,52,1 994,1 036,"51,96 %",958,"48,04 %"
44,LOIRE ATLANTIQUE,67,Guémené-Penfao,3 505,825,2 680,91,2 589,1 184,"45,73 %",1 405,"54,27 %"
44,LOIRE ATLANTIQUE,68,Guenrouet,2 034,570,1 464,46,1 418,628,"44,29 %",790,"55,71 %"
44,LOIRE ATLANTIQUE,69,Guérande,11 192,3 022,8 170,214,7 956,4 435,"55,74 %",3 521,"44,26 %"
44,LOIRE ATLANTIQUE,70,La Haie-Fouassière,2 869,654,2 215,75,2 140,1 099,"51,36 %",1 041,"48,64 %"
44,LOIRE ATLANTIQUE,71,Haute-Goulaine,3 789,844,2 945,103,2 842,1 648,"57,99 %",1 194,"42,01 %"
44,LOIRE ATLANTIQUE,72,Herbignac,3 589,834,2 755,98,2 657,1 214,"45,69 %",1 443,"54,31 %"
44,LOIRE ATLANTIQUE,73,Héric,3 390,812,2 578,92,2 486,1 105,"44,45 %",1 381,"55,55 %"
44,LOIRE ATLANTIQUE,74,Indre,2 435,587,1 848,37,1 811,801,"44,23 %",1 010,"55,77 %"
44,LOIRE ATLANTIQUE,75,Issé,1 424,357,1 067,55,1 012,470,"46,44 %",542,"53,56 %"
44,LOIRE ATLANTIQUE,76,Jans,861,244,617,14,603,293,"48,59 %",310,"51,41 %"
44,LOIRE ATLANTIQUE,77,Joué-sur-Erdre,1 294,337,957,31,926,374,"40,39 %",552,"59,61 %"
44,LOIRE ATLANTIQUE,78,Juigné-des-Moutiers,231,48,183,5,178,46,"25,84 %",132,"74,16 %"
44,LOIRE ATLANTIQUE,79,Le Landreau,1 759,498,1 261,54,1 207,616,"51,04 %",591,"48,96 %"
44,LOIRE ATLANTIQUE,80,Lavau-sur-Loire,501,109,392,4,388,152,"39,18 %",236,"60,82 %"
44,LOIRE ATLANTIQUE,81,Legé,2 840,797,2 043,61,1 982,922,"46,52 %",1 060,"53,48 %"
44,LOIRE ATLANTIQUE,82,Ligné,2 516,632,1 884,60,1 824,863,"47,31 %",961,"52,69 %"
44,LOIRE ATLANTIQUE,83,La Limouzinière,1 166,289,877,20,857,370,"43,17 %",487,"56,83 %"
44,LOIRE ATLANTIQUE,84,Le Loroux-Bottereau,3 903,975,2 928,106,2 822,1 476,"52,30 %",1 346,"47,70 %"
44,LOIRE ATLANTIQUE,85,Louisfert,643,127,516,17,499,187,"37,47 %",312,"62,53 %"
44,LOIRE ATLANTIQUE,86,Lusanger,753,235,518,21,497,247,"49,70 %",250,"50,30 %"
44,LOIRE ATLANTIQUE,87,Machecoul,4 086,1 028,3 058,99,2 959,1 565,"52,89 %",1 394,"47,11 %"
44,LOIRE ATLANTIQUE,88,Maisdon-sur-Sèvre,1 708,409,1 299,44,1 255,611,"48,69 %",644,"51,31 %"
44,LOIRE ATLANTIQUE,89,Malville,2 186,593,1 593,48,1 545,564,"36,50 %",981,"63,50 %"
44,LOIRE ATLANTIQUE,90,La Marne,856,248,608,19,589,234,"39,73 %",355,"60,27 %"
44,LOIRE ATLANTIQUE,91,Marsac-sur-Don,955,231,724,22,702,289,"41,17 %",413,"58,83 %"
44,LOIRE ATLANTIQUE,92,Massérac,431,93,338,7,331,112,"33,84 %",219,"66,16 %"
44,LOIRE ATLANTIQUE,93,Maumusson,651,146,505,25,480,258,"53,75 %",222,"46,25 %"
44,LOIRE ATLANTIQUE,94,Mauves-sur-Loire,1 978,494,1 484,42,1 442,741,"51,39 %",701,"48,61 %"
44,LOIRE ATLANTIQUE,95,La Meilleraye-de-Bretagne,784,178,606,20,586,246,"41,98 %",340,"58,02 %"
44,LOIRE ATLANTIQUE,96,Mésanger,2 741,715,2 026,95,1 931,864,"44,74 %",1 067,"55,26 %"
44,LOIRE ATLANTIQUE,97,Mesquer,1 483,344,1 139,21,1 118,600,"53,67 %",518,"46,33 %"
44,LOIRE ATLANTIQUE,98,Missillac,2 985,790,2 195,74,2 121,879,"41,44 %",1 242,"58,56 %"
44,LOIRE ATLANTIQUE,99,Moisdon-la-Rivière,1 358,327,1 031,40,991,595,"60,04 %",396,"39,96 %"
44,LOIRE ATLANTIQUE,100,Monnières,1 215,254,961,35,926,498,"53,78 %",428,"46,22 %"
44,LOIRE ATLANTIQUE,101,La Montagne,4 162,969,3 193,85,3 108,1 286,"41,38 %",1 822,"58,62 %"
44,LOIRE ATLANTIQUE,102,Montbert,1 991,466,1 525,54,1 471,793,"53,91 %",678,"46,09 %"
44,LOIRE ATLANTIQUE,103,Montoir-de-Bretagne,4 377,1 233,3 144,53,3 091,891,"28,83 %",2 200,"71,17 %"
44,LOIRE ATLANTIQUE,104,Montrelais,506,114,392,17,375,146,"38,93 %",229,"61,07 %"
44,LOIRE ATLANTIQUE,105,Mouais,231,43,188,5,183,85,"46,45 %",98,"53,55 %"
